"HPO","Ancestors","definition"
"HP:0010691","HP:0010691;HP:0001829;HP:0001780;HP:0001760;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0009136;HP:0040069;HP:0010442;HP:0010689","Mirror image foot polydactyly"
"HP:0010692","HP:0010692;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","2-5 finger syndactyly"
"HP:0010693","HP:0010693;HP:0007648;HP:0010920;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Pulverulent cataract"
"HP:0010694","HP:0010694;HP:0007971;HP:0010920;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Lamellar pulverulent cataract"
"HP:0010695","HP:0010695;HP:0010920;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Sutural cataract"
"HP:0010696","HP:0010696;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Polar cataract"
"HP:0010697","HP:0010697;HP:0001134;HP:0010696;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Anterior pyramidal cataract"
"HP:0010698","HP:0010698;HP:0010693;HP:0007648;HP:0010920;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001;HP:0010925;HP:0100018","Nuclear pulverulent cataract"
"HP:0010699","HP:0010699;HP:0100018;HP:0010920;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Triangular nuclear cataract"
"HP:0010700","HP:0010700;HP:0000518;HP:0000517;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Total cataract"
"HP:0010701","HP:0010701;HP:0005368;HP:0010978;HP:0002715;HP:0000118;HP:0000001;HP:0005372;HP:0002846;HP:0004332;HP:0001881;HP:0001871;HP:0010987;HP:0011017;HP:0001939","Abnormal immunoglobulin level"
"HP:0010702","HP:0010702;HP:0010701;HP:0005368;HP:0010978;HP:0002715;HP:0000118;HP:0000001;HP:0005372;HP:0002846;HP:0004332;HP:0001881;HP:0001871;HP:0010987;HP:0011017;HP:0001939","Increased antibody level in blood"
"HP:0010704","HP:0010704;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","1-2 finger syndactyly"
"HP:0010705","HP:0010705;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","4-5 finger syndactyly"
"HP:0010706","HP:0010706;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","1-3 finger syndactyly"
"HP:0010707","HP:0010707;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","1-4 finger syndactyly"
"HP:0010708","HP:0010708;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","1-5 finger syndactyly"
"HP:0010709","HP:0010709;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","2-4 finger syndactyly"
"HP:0010710","HP:0010710;HP:0006101;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064","3-5 finger syndactyly"
"HP:0010711","HP:0010711;HP:0001770;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0001780;HP:0001760;HP:0002814","1-2 toe syndactyly"
"HP:0010712","HP:0010712;HP:0001770;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0001780;HP:0001760;HP:0002814","1-4 toe syndactyly"
"HP:0010713","HP:0010713;HP:0001770;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0001780;HP:0001760;HP:0002814","1-5 toe syndactyly"
"HP:0010714","HP:0010714;HP:0001770;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0001780;HP:0001760;HP:0002814","2-4 toe syndactyly"
"HP:0010715","HP:0010715;HP:0001770;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0001780;HP:0001760;HP:0002814","2-5 toe syndactyly"
"HP:0010716","HP:0010716;HP:0001770;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0001780;HP:0001760;HP:0002814","3-5 toe syndactyly"
"HP:0010717","HP:0010717;HP:0001770;HP:0001159;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0001780;HP:0001760;HP:0002814","Osseous syndactyly of toes"
"HP:0010719","HP:0010719;HP:0001595;HP:0011138;HP:0001574;HP:0000118;HP:0000001","Abnormality of hair texture"
"HP:0010720","HP:0010720;HP:0001595;HP:0011138;HP:0001574;HP:0000118;HP:0000001","Abnormal hair pattern"
"HP:0010721","HP:0010721;HP:0011361;HP:0010720;HP:0001595;HP:0011138;HP:0001574;HP:0000118;HP:0000001","Abnormal hair whorl"
"HP:0010722","HP:0010722;HP:0000357;HP:0000356;HP:0000598;HP:0000118;HP:0000001;HP:0000377","Asymmetry of the ears"
"HP:0010723","HP:0010723;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Cystic lesions of the pinnae"
"HP:0010724","HP:0010724;HP:0000264;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Advanced pneumatization of the mastoid process"
"HP:0010726","HP:0010726;HP:0011492;HP:0000481;HP:0004328;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Prominent corneal nerve fibers"
"HP:0010727","HP:0010727;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001","Spontaneous rupture of the globe"
"HP:0010728","HP:0010728;HP:0008061;HP:0000479;HP:0001098;HP:0004329;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001;HP:0008057;HP:0008056","Aplasia of the retina"
"HP:0010729","HP:0010729;HP:0000630;HP:0008046;HP:0000479;HP:0001098;HP:0004329;HP:0012374;HP:0012372;HP:0000478;HP:0000118;HP:0000001;HP:0008047;HP:0002597;HP:0001626;HP:0011004;HP:0025015;HP:0030680;HP:3000036;HP:0000234;HP:0000152","Cherry red spot of the macula"
"HP:0010730","HP:0010730;HP:0000534;HP:0000606;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0001595;HP:0011138;HP:0001574;HP:0030669;HP:0000315","Double eyebrow"
"HP:0010731","HP:0010731;HP:0011229;HP:0000534;HP:0000606;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0001595;HP:0011138;HP:0001574;HP:0030669;HP:0000315","Extension of eyebrows towards upper eyelid"
"HP:0010732","HP:0010732;HP:0000492;HP:0030669;HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0200036;HP:0011355;HP:0011121;HP:0000951;HP:0001574","Nodular changes affecting the eyelids"
"HP:0010733","HP:0010733;HP:0001052;HP:0003764;HP:0011355;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001;HP:0025104","Naevus flammeus of the eyelid"
"HP:0010734","HP:0010734;HP:0003330;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Fibrous dysplasia of the bones"
"HP:0010735","HP:0010735;HP:0010734;HP:0003330;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Polyostotic fibrous dysplasia"
"HP:0010736","HP:0010736;HP:0010734;HP:0003330;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Monostotic fibrous dysplasia"
"HP:0010739","HP:0010739;HP:0011001;HP:0004348;HP:0011849;HP:0003330;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Osteopoikilosis"
"HP:0010740","HP:0010740;HP:0031367;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Osteopathia striata"
"HP:0010741","HP:0010741;HP:0000969;HP:0011032;HP:0001939;HP:0000118;HP:0000001;HP:0002814;HP:0040064","Edema of the lower limbs"
"HP:0010742","HP:0010742;HP:0000969;HP:0011032;HP:0001939;HP:0000118;HP:0000001;HP:0002817;HP:0040064","Edema of the upper limbs"
"HP:0010743","HP:0010743;HP:0001964;HP:0001832;HP:0001760;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0040069;HP:0040068;HP:0000924;HP:0006494;HP:0006493;HP:0045060;HP:0002813;HP:0011844;HP:0011842;HP:0009815;HP:0009115;HP:0003026;HP:0011314;HP:0040066","Short metatarsal"
"HP:0010744","HP:0010744;HP:0001964;HP:0001832;HP:0001760;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0040069;HP:0040068;HP:0000924;HP:0006494;HP:0006493;HP:0045060;HP:0002813;HP:0011844;HP:0011842;HP:0009815;HP:0009115","Absent metatarsal bone"
"HP:0010745","HP:0010745;HP:0009817;HP:0006493;HP:0040069;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0040068;HP:0000924;HP:0045060;HP:0002813;HP:0011844;HP:0011842;HP:0009815;HP:0009115;HP:0009825;HP:0010173;HP:0006494;HP:0001760;HP:0010161;HP:0001780;HP:0011297","Aplasia of the phalanges of the toes"
"HP:0010746","HP:0010746;HP:0010173;HP:0006494;HP:0001760;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0006493;HP:0040069;HP:0040068;HP:0000924;HP:0045060;HP:0002813;HP:0011844;HP:0011842;HP:0009815;HP:0009115;HP:0010161;HP:0001780;HP:0011297","Hypoplasia of the phalanges of the toes"
"HP:0010747","HP:0010747;HP:0000534;HP:0000606;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0001595;HP:0011138;HP:0001574;HP:0030669;HP:0000315","Medial flaring of the eyebrow"
"HP:0010748","HP:0010748;HP:0011479;HP:0000614;HP:0030669;HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Ectopic lacrimal punctum"
"HP:0010749","HP:0010749;HP:0100540;HP:0000492;HP:0030669;HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0100539;HP:0000282;HP:0000969;HP:0011032;HP:0001939;HP:0011799;HP:0000606","Blepharochalasis"
"HP:0010750","HP:0010750;HP:0000492;HP:0030669;HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Dermatochalasis"
"HP:0010751","HP:0010751;HP:0000306;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Dimple chin"
"HP:0010752","HP:0010752;HP:0010753;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Cleft mandible"
"HP:0010753","HP:0010753;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Midline defect of mandible"
"HP:0010754","HP:0010754;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the temporomandibular joint"
"HP:0010755","HP:0010755;HP:0000326;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Asymmetry of the maxilla"
"HP:0010756","HP:0010756;HP:0010758;HP:0000326;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Aplasia/Hypoplasia of the premaxilla"
"HP:0010757","HP:0010757;HP:0010756;HP:0010758;HP:0000326;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0040008","Aplasia of the premaxilla"
"HP:0010758","HP:0010758;HP:0000326;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the premaxilla"
"HP:0010759","HP:0010759;HP:0010758;HP:0000326;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Prominence of the premaxilla"
"HP:0010760","HP:0010760;HP:0001991;HP:0001780;HP:0001760;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0006494;HP:0006493;HP:0040069;HP:0045060;HP:0009815;HP:0009115","Absent toe"
"HP:0010761","HP:0010761;HP:0009929;HP:0010938;HP:0000366;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Broad columella"
"HP:0010762","HP:0010762;HP:0010622;HP:0011793;HP:0002664;HP:0000118;HP:0000001;HP:0011842;HP:0000924","Chordoma"
"HP:0010763","HP:0010763;HP:0009929;HP:0010938;HP:0000366;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Low insertion of columella"
"HP:0010764","HP:0010764;HP:0000499;HP:0000492;HP:0030669;HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0001595;HP:0011138;HP:0001574","Short eyelashes"
"HP:0010765","HP:0010765;HP:0000962;HP:0011368;HP:0001072;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001;HP:0040211;HP:0011356;HP:0100871;HP:0001155;HP:0002817;HP:0040064","Palmar hyperkeratosis"
"HP:0010766","HP:0010766;HP:0000924;HP:0000118;HP:0000001","Ectopic calcification"
"HP:0010767","HP:0010767;HP:0005107;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Sacrococcygeal pilonidal abnormality"
"HP:0010769","HP:0010769;HP:0010767;HP:0005107;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Pilonidal sinus"
"HP:0010770","HP:0010770;HP:0010767;HP:0005107;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Pilonidal fistula"
"HP:0010771","HP:0010771;HP:0010767;HP:0005107;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0031292;HP:0011123;HP:0011122;HP:0000951;HP:0001574;HP:0012649;HP:0012647;HP:0010978;HP:0002715","Pilonidal abscess"
"HP:0010772","HP:0010772;HP:0030968;HP:0011718;HP:0004930;HP:0002088;HP:0012252;HP:0002086;HP:0000118;HP:0000001;HP:0002597;HP:0001626;HP:0030962;HP:0025015;HP:0030680","Anomalous pulmonary venous return"
"HP:0010773","HP:0010773;HP:0010772;HP:0030968;HP:0011718;HP:0004930;HP:0002088;HP:0012252;HP:0002086;HP:0000118;HP:0000001;HP:0002597;HP:0001626;HP:0030962;HP:0025015;HP:0030680","Partial anomalous pulmonary venous return"
"HP:0010774","HP:0010774;HP:0005120;HP:0001627;HP:0030680;HP:0001626;HP:0000118;HP:0000001","Cor triatriatum"
"HP:0010775","HP:0010775;HP:0011587;HP:0012303;HP:0001679;HP:0011004;HP:0025015;HP:0002597;HP:0001626;HP:0000118;HP:0000001;HP:0030680;HP:0030962","Vascular ring"
"HP:0010776","HP:0010776;HP:0010777;HP:0025426;HP:0002109;HP:0005607;HP:0002087;HP:0012252;HP:0002086;HP:0000118;HP:0000001;HP:0010778;HP:0002778","Tracheobronchmegaly"
"HP:0010777","HP:0010777;HP:0025426;HP:0002109;HP:0005607;HP:0002087;HP:0012252;HP:0002086;HP:0000118;HP:0000001","Bronchomegaly"
"HP:0010778","HP:0010778;HP:0002778;HP:0005607;HP:0002087;HP:0012252;HP:0002086;HP:0000118;HP:0000001","Tracheomegaly"
"HP:0010779","HP:0010779;HP:0040163;HP:0002644;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Large pelvis bone"
"HP:0010780","HP:0010780;HP:0025112;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Hyperacusis"
"HP:0010781","HP:0010781;HP:0011355;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001","Skin dimples"
"HP:0010782","HP:0010782;HP:0010781;HP:0011355;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001","Shoulder dimples"
"HP:0010783","HP:0010783;HP:0011276;HP:0002597;HP:0001626;HP:0000118;HP:0000001;HP:0011354;HP:0011121;HP:0000951;HP:0001574","Erythema"
"HP:0010784","HP:0010784;HP:0010787;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0007379;HP:0011793;HP:0002664;HP:0031105;HP:0000130;HP:0000008;HP:0000812;HP:0012243;HP:0010460","Uterine neoplasm"
"HP:0010785","HP:0010785;HP:0010787;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0007379;HP:0011793;HP:0002664","Gonadal neoplasm"
"HP:0010786","HP:0010786;HP:0007379;HP:0000119;HP:0000118;HP:0000001;HP:0011793;HP:0002664","Urinary tract neoplasm"
"HP:0010787","HP:0010787;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0007379;HP:0011793;HP:0002664","Genital neoplasm"
"HP:0010788","HP:0010788;HP:0000035;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461;HP:0010785;HP:0010787;HP:0007379;HP:0011793;HP:0002664;HP:0100848","Testicular neoplasm"
"HP:0010789","HP:0010789;HP:0000035;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Abnormality of the Leydig cells"
"HP:0010790","HP:0010790;HP:0010789;HP:0000035;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Hyoplasia of the Leydig cells"
"HP:0010791","HP:0010791;HP:0010789;HP:0000035;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Hyperplasia of the Leydig cells"
"HP:0010793","HP:0010793;HP:0002164;HP:0001597;HP:0011138;HP:0001574;HP:0000118;HP:0000001","Bifid nail"
"HP:0010794","HP:0010794;HP:0001328;HP:0012759;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Impaired visuospatial constructive cognition"
"HP:0010795","HP:0010795;HP:0009733;HP:0030063;HP:0030061;HP:0030060;HP:0011792;HP:0002664;HP:0000118;HP:0000001;HP:0100705;HP:0002011;HP:0012639;HP:0000707;HP:0100836;HP:0100006;HP:0004375;HP:0011793","Cerebellar glioma"
"HP:0010796","HP:0010796;HP:0009733;HP:0030063;HP:0030061;HP:0030060;HP:0011792;HP:0002664;HP:0000118;HP:0000001;HP:0100705;HP:0002011;HP:0012639;HP:0000707;HP:0100836;HP:0100006;HP:0004375;HP:0011793","Brainstem glioma"
"HP:0010797","HP:0010797;HP:0100835;HP:0100006;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0004375;HP:0011793;HP:0002664","Hemangioblastoma"
"HP:0010798","HP:0010798;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Lip freckle"
"HP:0010799","HP:0010799;HP:0030063;HP:0030061;HP:0030060;HP:0011792;HP:0002664;HP:0000118;HP:0000001;HP:0030693;HP:0030692;HP:0100006;HP:0002011;HP:0012639;HP:0000707;HP:0004375;HP:0011793","Pinealoma"
"HP:0010800","HP:0010800;HP:0011339;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Absent cupid's bow"
"HP:0010801","HP:0010801;HP:0005289;HP:0000366;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Underdeveloped nasolabial fold"
"HP:0010802","HP:0010802;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0001000;HP:0011121;HP:0000951;HP:0001574","Perioral hyperpigmentation"
"HP:0010803","HP:0010803;HP:0011339;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0012472","Everted upper lip vermilion"
"HP:0010804","HP:0010804;HP:0011339;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Tented upper lip vermilion"
"HP:0010805","HP:0010805;HP:0011338;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Upturned corners of mouth"
"HP:0010806","HP:0010806;HP:0011339;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","U-Shaped upper lip vermilion"
"HP:0010807","HP:0010807;HP:0000692;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Open bite"
"HP:0010808","HP:0010808;HP:0030809;HP:0000157;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Protruding tongue"
"HP:0010809","HP:0010809;HP:0000172;HP:0100736;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Broad uvula"
"HP:0010810","HP:0010810;HP:0000172;HP:0100736;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Long uvula"
"HP:0010811","HP:0010811;HP:0000172;HP:0100736;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Narrow uvula"
"HP:0010812","HP:0010812;HP:0010293;HP:0000172;HP:0100736;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Short uvula"
"HP:0010813","HP:0010813;HP:0010721;HP:0011361;HP:0010720;HP:0001595;HP:0011138;HP:0001574;HP:0000118;HP:0000001","Abnormal number of hair whorls"
"HP:0010814","HP:0010814;HP:0010721;HP:0011361;HP:0010720;HP:0001595;HP:0011138;HP:0001574;HP:0000118;HP:0000001","Abnormal position of hair whorl"
"HP:0010815","HP:0010815;HP:0010816;HP:0003764;HP:0011355;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001","Nevus sebaceous"
"HP:0010816","HP:0010816;HP:0003764;HP:0011355;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001","Epidermal nevus"
"HP:0010817","HP:0010817;HP:0010815;HP:0010816;HP:0003764;HP:0011355;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001","Linear nevus sebaceous"
"HP:0010818","HP:0010818;HP:0002197;HP:0001250;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Generalized tonic seizures"
"HP:0010819","HP:0010819;HP:0002197;HP:0001250;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Atonic seizures"
"HP:0010820","HP:0010820;HP:0011153;HP:0007359;HP:0001250;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Dacrystic seizures"
"HP:0010821","HP:0010821;HP:0011153;HP:0007359;HP:0001250;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Gelastic seizures"
"HP:0010822","HP:0010822;HP:0000575;HP:0001123;HP:0000504;HP:0012373;HP:0000478;HP:0000118;HP:0000001","Scintillating scotoma"
"HP:0010823","HP:0010823;HP:0011329;HP:0000235;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Ridged cranial sutures"
"HP:0010824","HP:0010824;HP:0001291;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Abnormality of the fifth cranial nerve"
"HP:0010825","HP:0010825;HP:0001291;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Abnormality of the eleventh cranial nerve"
"HP:0010826","HP:0010826;HP:3000075;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0001291;HP:0000759;HP:0012639;HP:0000707;HP:0045010","Abnormality of the twelfth cranial nerve"
"HP:0010827","HP:0010827;HP:0001291;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Abnormality of the seventh cranial nerve"
"HP:0010828","HP:0010828;HP:0003739;HP:0001336;HP:0004305;HP:0100022;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Hemifacial spasm"
"HP:0010829","HP:0010829;HP:0003474;HP:0009830;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Impaired temperature sensation"
"HP:0010830","HP:0010830;HP:0003474;HP:0009830;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Impaired tactile sensation"
"HP:0010831","HP:0010831;HP:0003474;HP:0009830;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Impaired proprioception"
"HP:0010832","HP:0010832;HP:0003474;HP:0009830;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Abnormality of pain sensation"
