"term","is.a","def"
"HP:0010199","HP:0010178","Patchy sclerosis of middle toe phalanx"
"HP:0010199","HP:0100947","Patchy sclerosis of middle toe phalanx"
"HP:0010200","HP:0010179","Symphalangism affecting the middle phalanges of the toes"
"HP:0010200","HP:0010183","Symphalangism affecting the middle phalanges of the toes"
"HP:0010201","HP:0010180","Triangular shaped middle phalanges of the toes"
"HP:0010201","HP:0010183","Triangular shaped middle phalanges of the toes"
"HP:0010202","HP:0010183","Duplication of middle phalanx of toe"
"HP:0010203","HP:0010173","Aplasia/hypoplasia of proximal toe phalanx"
"HP:0010203","HP:0010184","Aplasia/hypoplasia of proximal toe phalanx"
"HP:0010204","HP:0010174","Broad proximal phalanx of toe"
"HP:0010204","HP:0010184","Broad proximal phalanx of toe"
"HP:0010205","HP:0010175","Bullet-shaped proximal toe phalanx"
"HP:0010205","HP:0010184","Bullet-shaped proximal toe phalanx"
"HP:0010206","HP:0010176","Curved proximal toe phalanx"
"HP:0010206","HP:0010184","Curved proximal toe phalanx"
"HP:0010207","HP:0010177","Osteolytic defect of the proximal toe phalanx"
"HP:0010207","HP:0010184","Osteolytic defect of the proximal toe phalanx"
"HP:0010208","HP:0010178","Patchy sclerosis of proximal toe phalanx"
"HP:0010208","HP:0100946","Patchy sclerosis of proximal toe phalanx"
"HP:0010209","HP:0010179","Symphalangism affecting the proximal phalanges of the toes"
"HP:0010209","HP:0010184","Symphalangism affecting the proximal phalanges of the toes"
"HP:0010210","HP:0010180","Triangular shaped proximal phalanges of the toes"
"HP:0010210","HP:0010184","Triangular shaped proximal phalanges of the toes"
"HP:0010211","HP:0010184","Duplication of proximal phalanx of toe"
"HP:0010212","HP:0001844","Flexion contracture of the hallux"
"HP:0010212","HP:0005830","Flexion contracture of the hallux"
"HP:0010213","HP:0010212","Contracture of the tarsometatarsal joint of the hallux"
"HP:0010214","HP:0010212","Contracture of the interphalangeal joint of the hallux"
"HP:0010215","HP:0010212","Contractures of the metatarsophalangeal joint of the hallux"
"HP:0010219","HP:0001760","Structural foot deformity"
"HP:0010220","HP:0010010","Abnormality of the epiphysis of the 2nd metacarpal"
"HP:0010221","HP:0010220","Pseudoepiphysis of the 2nd metacarpal"
"HP:0010222","HP:0010011","Abnormality of the epiphysis of the 3rd metacarpal"
"HP:0010223","HP:0010222","Pseudoepiphysis of the 3rd metacarpal"
"HP:0010224","HP:0010012","Abnormality of the epiphysis of the 4th metacarpal"
"HP:0010225","HP:0010224","Pseudoepiphysis of the 4th metacarpal"
"HP:0010226","HP:0010013","Abnormality of the epiphysis of the 5th metacarpal"
"HP:0010227","HP:0010226","Pseudoepiphysis of the 5th metacarpal"
"HP:0010228","HP:0005920","Absent epiphyses of the phalanges of the hand"
"HP:0010228","HP:0010577","Absent epiphyses of the phalanges of the hand"
"HP:0010229","HP:0005920","Bracket epiphyses of the phalanges of the hand"
"HP:0010229","HP:0010578","Bracket epiphyses of the phalanges of the hand"
"HP:0010230","HP:0005920","Cone-shaped epiphyses of the phalanges of the hand"
"HP:0010230","HP:0010579","Cone-shaped epiphyses of the phalanges of the hand"
"HP:0010231","HP:0005920","Enlarged epiphyses of the phalanges of the hand"
"HP:0010231","HP:0010580","Enlarged epiphyses of the phalanges of the hand"
"HP:0010232","HP:0003841","Fragmentation of the epiphyses of the phalanges of the hand"
"HP:0010232","HP:0005920","Fragmentation of the epiphyses of the phalanges of the hand"
"HP:0010233","HP:0003842","Irregular epiphyses of the phalanges of the hand"
"HP:0010233","HP:0005920","Irregular epiphyses of the phalanges of the hand"
"HP:0010234","HP:0005920","Ivory epiphyses of the phalanges of the hand"
"HP:0010234","HP:0010583","Ivory epiphyses of the phalanges of the hand"
"HP:0010234","HP:0100899","Ivory epiphyses of the phalanges of the hand"
"HP:0010235","HP:0004288","Pseudoepiphyses of the phalanges of the hand"
"HP:0010235","HP:0005920","Pseudoepiphyses of the phalanges of the hand"
"HP:0010236","HP:0005920","Small epiphyses of the phalanges of the hand"
"HP:0010236","HP:0010585","Small epiphyses of the phalanges of the hand"
"HP:0010237","HP:0005920","Epiphyseal stippling of finger phalanges"
"HP:0010237","HP:0010655","Epiphyseal stippling of finger phalanges"
"HP:0010237","HP:0010660","Epiphyseal stippling of finger phalanges"
"HP:0010238","HP:0005920","Triangular epiphyses of the phalanges of the hand"
"HP:0010238","HP:0010587","Triangular epiphyses of the phalanges of the hand"
"HP:0010239","HP:0009380","Aplasia of the middle phalanx of the hand"
"HP:0010239","HP:0009802","Aplasia of the middle phalanx of the hand"
"HP:0010239","HP:0009843","Aplasia of the middle phalanx of the hand"
"HP:0010241","HP:0009381","Short proximal phalanx of finger"
"HP:0010241","HP:0009803","Short proximal phalanx of finger"
"HP:0010241","HP:0009851","Short proximal phalanx of finger"
"HP:0010242","HP:0009380","Aplasia of the proximal phalanges of the hand"
"HP:0010242","HP:0009802","Aplasia of the proximal phalanges of the hand"
"HP:0010242","HP:0009851","Aplasia of the proximal phalanges of the hand"
"HP:0010243","HP:0005920","Abnormality of the epiphyses of the distal phalanx of finger"
"HP:0010243","HP:0009832","Abnormality of the epiphyses of the distal phalanx of finger"
"HP:0010244","HP:0005920","Abnormality of the epiphyses of the middle phalanges of the hand"
"HP:0010244","HP:0009833","Abnormality of the epiphyses of the middle phalanges of the hand"
"HP:0010245","HP:0005920","Abnormality of the epiphyses of the proximal phalanges of the hand"
"HP:0010245","HP:0009834","Abnormality of the epiphyses of the proximal phalanges of the hand"
"HP:0010246","HP:0010228","Absent epiphyses of the distal phalanges of the hand"
"HP:0010246","HP:0010243","Absent epiphyses of the distal phalanges of the hand"
"HP:0010247","HP:0010229","Bracket epiphyses of the distal phalanges of the hand"
"HP:0010247","HP:0010243","Bracket epiphyses of the distal phalanges of the hand"
"HP:0010248","HP:0010230","Cone-shaped epiphyses of the distal phalanges of the hand"
"HP:0010248","HP:0010243","Cone-shaped epiphyses of the distal phalanges of the hand"
"HP:0010249","HP:0010231","Enlarged epiphyses of the distal phalanges of the hand"
"HP:0010249","HP:0010243","Enlarged epiphyses of the distal phalanges of the hand"
"HP:0010250","HP:0010232","Fragmentation of the epiphyses of the distal phalanges of the hand"
"HP:0010250","HP:0010243","Fragmentation of the epiphyses of the distal phalanges of the hand"
"HP:0010251","HP:0010233","Irregular epiphyses of the distal phalanges of the hand"
"HP:0010251","HP:0010243","Irregular epiphyses of the distal phalanges of the hand"
"HP:0010252","HP:0010234","Ivory epiphyses of the distal phalanges of the hand"
"HP:0010252","HP:0010243","Ivory epiphyses of the distal phalanges of the hand"
"HP:0010252","HP:0100915","Ivory epiphyses of the distal phalanges of the hand"
"HP:0010253","HP:0010235","Pseudoepiphyses of the distal phalanges of the hand"
"HP:0010253","HP:0010243","Pseudoepiphyses of the distal phalanges of the hand"
"HP:0010254","HP:0010236","Small epiphyses of the distal phalanges of the hand"
"HP:0010254","HP:0010243","Small epiphyses of the distal phalanges of the hand"
"HP:0010255","HP:0010237","Stippling of the epiphyses of the distal phalanges of the hand"
"HP:0010255","HP:0010243","Stippling of the epiphyses of the distal phalanges of the hand"
"HP:0010256","HP:0010238","Triangular epiphyses of the distal phalanges of the hand"
"HP:0010256","HP:0010243","Triangular epiphyses of the distal phalanges of the hand"
"HP:0010257","HP:0010228","Absent epiphyses of the middle phalanges of the hand"
"HP:0010257","HP:0010244","Absent epiphyses of the middle phalanges of the hand"
"HP:0010258","HP:0010229","Bracket epiphyses of the middle phalanges of the hand"
"HP:0010258","HP:0010244","Bracket epiphyses of the middle phalanges of the hand"
"HP:0010259","HP:0010230","Cone-shaped epiphyses of the middle phalanges of the hand"
"HP:0010259","HP:0010244","Cone-shaped epiphyses of the middle phalanges of the hand"
"HP:0010260","HP:0010231","Enlarged epiphyses of the middle phalanges of the hand"
"HP:0010260","HP:0010244","Enlarged epiphyses of the middle phalanges of the hand"
"HP:0010261","HP:0010232","Fragmentation of the epiphyses of the middle phalanges of the hand"
"HP:0010261","HP:0010244","Fragmentation of the epiphyses of the middle phalanges of the hand"
"HP:0010262","HP:0010233","Irregular epiphyses of the middle phalanges of the hand"
"HP:0010262","HP:0010244","Irregular epiphyses of the middle phalanges of the hand"
"HP:0010263","HP:0010234","Ivory epiphyses of the middle phalanges of the hand"
"HP:0010263","HP:0010244","Ivory epiphyses of the middle phalanges of the hand"
"HP:0010263","HP:0100916","Ivory epiphyses of the middle phalanges of the hand"
"HP:0010264","HP:0010235","Pseudoepiphyses of the middle phalanges of the hand"
"HP:0010264","HP:0010244","Pseudoepiphyses of the middle phalanges of the hand"
"HP:0010265","HP:0010236","Small epiphyses of the middle phalanges of the hand"
"HP:0010265","HP:0010244","Small epiphyses of the middle phalanges of the hand"
"HP:0010266","HP:0010237","Stippling of the epiphyses of the middle phalanges of the hand"
"HP:0010266","HP:0010244","Stippling of the epiphyses of the middle phalanges of the hand"
"HP:0010267","HP:0010238","Triangular epiphyses of the middle phalanges of the hand"
"HP:0010267","HP:0010244","Triangular epiphyses of the middle phalanges of the hand"
"HP:0010268","HP:0010228","Absent epiphyses of the proximal phalanges of the hand"
"HP:0010268","HP:0010245","Absent epiphyses of the proximal phalanges of the hand"
"HP:0010269","HP:0010229","Bracket epiphyses of the proximal phalanges of the hand"
"HP:0010269","HP:0010245","Bracket epiphyses of the proximal phalanges of the hand"
"HP:0010270","HP:0010230","Cone-shaped epiphyses of the proximal phalanges of the hand"
"HP:0010270","HP:0010245","Cone-shaped epiphyses of the proximal phalanges of the hand"
"HP:0010271","HP:0010231","Enlarged epiphyses of the proximal phalanges of the hand"
"HP:0010271","HP:0010245","Enlarged epiphyses of the proximal phalanges of the hand"
"HP:0010272","HP:0010232","Fragmentation of the epiphyses of the proximal phalanges of the hand"
"HP:0010272","HP:0010245","Fragmentation of the epiphyses of the proximal phalanges of the hand"
"HP:0010273","HP:0010233","Irregular epiphyses of the proximal phalanges of the hand"
"HP:0010273","HP:0010245","Irregular epiphyses of the proximal phalanges of the hand"
"HP:0010274","HP:0010234","Ivory epiphyses of the proximal phalanges of the hand"
"HP:0010274","HP:0010245","Ivory epiphyses of the proximal phalanges of the hand"
"HP:0010274","HP:0100917","Ivory epiphyses of the proximal phalanges of the hand"
"HP:0010275","HP:0010235","Pseudoepiphyses of the proximal phalanges of the hand"
"HP:0010275","HP:0010245","Pseudoepiphyses of the proximal phalanges of the hand"
"HP:0010276","HP:0010236","Small epiphyses of the proximal phalanges of the hand"
"HP:0010276","HP:0010245","Small epiphyses of the proximal phalanges of the hand"
"HP:0010277","HP:0010237","Stippling of the epiphyses of the proximal phalanges of the hand"
"HP:0010277","HP:0010245","Stippling of the epiphyses of the proximal phalanges of the hand"
"HP:0010278","HP:0010238","Triangular epiphyses of the proximal phalanges of the hand"
"HP:0010278","HP:0010245","Triangular epiphyses of the proximal phalanges of the hand"
"HP:0010280","HP:0011830","Stomatitis"
"HP:0010280","HP:0012649","Stomatitis"
"HP:0010281","HP:0000178","Cleft lower lip"
"HP:0010281","HP:0410030","Cleft lower lip"
"HP:0010282","HP:0000178","Thin lower lip vermilion"
"HP:0010282","HP:0000233","Thin lower lip vermilion"
"HP:0010284","HP:0100669","Intra-oral hyperpigmentation"
"HP:0010285","HP:0011830","Oral synechia"
"HP:0010286","HP:0000163","Abnormal salivary gland morphology"
"HP:0010287","HP:0010286","Abnormality of the submandibular glands"
"HP:0010288","HP:0010286","Abnormality of the sublingual glands"
"HP:0010289","HP:0410005","Cleft of alveolar ridge of maxilla"
"HP:0010290","HP:0100737","Short hard palate"
"HP:0010291","HP:0000174","Prominent palatine ridges"
"HP:0010292","HP:0010293","Absent uvula"
"HP:0010293","HP:0000172","Aplasia/Hypoplasia of the uvula"
"HP:0010294","HP:0000174","Palate fistula"
"HP:0010295","HP:0030809","Aplasia/Hypoplasia of the tongue"
"HP:0010296","HP:0000190","Ankyloglossia"
"HP:0010296","HP:0030809","Ankyloglossia"
"HP:0010297","HP:0030809","Bifid tongue"
"HP:0010298","HP:0030809","Smooth tongue"
"HP:0010299","HP:0011061","Abnormality of dentin"
"HP:0010300","HP:0001608","Abnormally low-pitched voice"
"HP:0010301","HP:0002143","Spinal dysraphism"
"HP:0010301","HP:0045005","Spinal dysraphism"
"HP:0010302","HP:0002143","Spinal cord tumor"
"HP:0010302","HP:0100006","Spinal cord tumor"
"HP:0010303","HP:0002143","Abnormal spinal meningeal morphology"
"HP:0010303","HP:0010651","Abnormal spinal meningeal morphology"
"HP:0010304","HP:0010303","Spinal meningeal diverticulum"
"HP:0010305","HP:0008517","Absence of the sacrum"
"HP:0010306","HP:0000765","Short thorax"
"HP:0010307","HP:0030829","Stridor"
"HP:0010308","HP:0006714","Asternia"
"HP:0010309","HP:0000766","Bifid sternum"
"HP:0010310","HP:0002202","Chylothorax"
"HP:0010311","HP:0031093","Aplasia/Hypoplasia of the breasts"
"HP:0010312","HP:0031093","Asymmetry of the breasts"
"HP:0010313","HP:0031093","Breast hypertrophy"
"HP:0010314","HP:0000826","Premature thelarche"
"HP:0010315","HP:0000775","Aplasia/Hypoplasia of the diaphragm"
"HP:0010316","HP:0001702","Ebstein anomaly of the tricuspid valve"
"HP:0010317","HP:0006713","Scapular aplasia"
"HP:0010318","HP:0010991","Aplasia/Hypoplasia of the abdominal wall musculature"
"HP:0010319","HP:0001780","Abnormality of the 2nd toe"
"HP:0010320","HP:0001780","Abnormality of the 3rd toe"
"HP:0010321","HP:0001780","Abnormality of the 4th toe"
"HP:0010322","HP:0001780","Abnormality of the 5th toe"
"HP:0010323","HP:0010160","Abnormality of the epiphyses of the 2nd toe"
"HP:0010323","HP:0010319","Abnormality of the epiphyses of the 2nd toe"
"HP:0010324","HP:0010161","Abnormality of phalanx of the 2nd toe"
"HP:0010324","HP:0010319","Abnormality of phalanx of the 2nd toe"
"HP:0010325","HP:0010319","Aplasia/Hypoplasia of the 2nd toe"
"HP:0010325","HP:0010760","Aplasia/Hypoplasia of the 2nd toe"
"HP:0010326","HP:0010319","Deviation of the 2nd toe"
"HP:0010326","HP:0100498","Deviation of the 2nd toe"
"HP:0010327","HP:0005830","Flexion contracture of the 2nd toe"
"HP:0010327","HP:0010319","Flexion contracture of the 2nd toe"
"HP:0010328","HP:0010112","Polydactyly affecting the 2nd toe"
"HP:0010328","HP:0010319","Polydactyly affecting the 2nd toe"
"HP:0010329","HP:0010160","Abnormality of the epiphyses of the 3rd toe"
"HP:0010329","HP:0010320","Abnormality of the epiphyses of the 3rd toe"
"HP:0010330","HP:0010161","Abnormality of the phalanges of the 3rd toe"
"HP:0010330","HP:0010320","Abnormality of the phalanges of the 3rd toe"
"HP:0010331","HP:0010320","Aplasia/Hypoplasia of the 3rd toe"
"HP:0010331","HP:0010760","Aplasia/Hypoplasia of the 3rd toe"
"HP:0010332","HP:0010320","Deviation of the 3rd toe"
"HP:0010332","HP:0100498","Deviation of the 3rd toe"
"HP:0010333","HP:0005830","Flexion contracture of 3rd toe"
"HP:0010333","HP:0010320","Flexion contracture of 3rd toe"
"HP:0010334","HP:0010112","Polydactyly affecting the 3rd toe"
"HP:0010334","HP:0010320","Polydactyly affecting the 3rd toe"
"HP:0010335","HP:0010160","Abnormality of the epiphyses of the 4th toe"
"HP:0010335","HP:0010321","Abnormality of the epiphyses of the 4th toe"
"HP:0010336","HP:0010161","Abnormality of the phalanges of the 4th toe"
"HP:0010336","HP:0010321","Abnormality of the phalanges of the 4th toe"
"HP:0010337","HP:0010321","Aplasia/Hypoplasia of the 4th toe"
"HP:0010337","HP:0010760","Aplasia/Hypoplasia of the 4th toe"
"HP:0010338","HP:0010321","Deviation of the 4th toe"
"HP:0010338","HP:0100498","Deviation of the 4th toe"
"HP:0010339","HP:0005830","Flexion contracture of the 4th toe"
"HP:0010339","HP:0010321","Flexion contracture of the 4th toe"
"HP:0010340","HP:0010112","Polydactyly affecting the 4th toe"
"HP:0010340","HP:0010321","Polydactyly affecting the 4th toe"
"HP:0010341","HP:0010160","Abnormality of the epiphyses of the 5th toe"
"HP:0010341","HP:0010322","Abnormality of the epiphyses of the 5th toe"
"HP:0010342","HP:0010161","Abnormality of the phalanges of the 5th toe"
"HP:0010342","HP:0010322","Abnormality of the phalanges of the 5th toe"
"HP:0010343","HP:0010322","Aplasia/Hypoplasia of the 5th toe"
"HP:0010343","HP:0010760","Aplasia/Hypoplasia of the 5th toe"
"HP:0010344","HP:0010322","Deviation of the 5th toe"
"HP:0010344","HP:0100498","Deviation of the 5th toe"
"HP:0010345","HP:0005830","Flexion contracture of the 5th toe"
